0.197682,22,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.246058,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.262888,22,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,normal
0.198881,22,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,3,normal
0.193676,22,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,normal
0.255709,13385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,normal
0.175912,3480,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,normal
1.918200,22,10,1123,0,12,0,0,0,0,0,0,0,0,0,0,0,3,5,normal
0.000028,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,normal
0.000024,2323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,normal
0.000000,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,normal
0.000000,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.000029,445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,normal
0.000034,445,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,normal
0.219177,9943,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,normal
0.000032,445,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,normal
0.000024,1433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,normal
0.000025,3127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,normal
0.000021,1433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,normal
0.000021,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,normal
0.413188,17731,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,normal
0.000022,9999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,normal
0.000000,3,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,normal
0.000000,123,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.154095,123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,normal
0.000000,123,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,normal
0.081708,123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,normal
0.000000,123,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,2,5,normal
0.079687,123,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,6,normal
0.000000,123,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,7,normal
0.145608,123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,8,normal
0.201971,5038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,normal
0.000000,6081,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,normal
0.000000,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.000000,6081,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,normal
0.000000,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,normal
0.332877,16168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,normal
0.000000,52542,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,normal
0.268225,1433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,normal
0.000024,6379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,normal
0.000020,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,normal
0.000020,445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,normal
0.000025,445,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,4,normal
0.000000,21025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,normal
0.000000,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,normal
0.000019,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,normal
0.207330,9760,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,normal
0.000000,6081,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,normal
0.000000,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,normal
0.000029,1433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,normal
0.169839,22,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,6,normal
0.248072,889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,normal
0.000000,13291,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,normal
0.000019,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,normal
0.000023,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,normal
0.795984,22,5,663,0,5,0,0,0,0,0,0,0,0,0,0,0,12,7,normal
1.484723,22,10,460,0,7,0,0,0,0,0,0,0,0,0,0,0,13,8,normal
0.000024,8900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,normal
0.191453,1327,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,normal
0.000032,631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,normal
0.000018,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,normal
0.000019,3389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,normal
0.000022,1433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,normal
0.232506,4700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,normal
0.000000,3,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,1,normal
0.190751,4000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,normal
0.000000,3,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,2,normal
0.000022,445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,normal
0.000022,445,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,6,normal
0.000019,50802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,normal
0.000032,5024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,normal
0.000024,443,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,normal
0.000000,10324,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,normal
0.157947,80,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,normal
0.000019,1433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,normal
0.229442,3394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,normal
0.000024,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,normal
0.000000,45480,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,normal
0.000020,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,normal
0.000000,48645,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,normal
0.221140,19005,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,normal
0.000018,2323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,normal
0.000020,6379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,normal
0.000025,8889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,normal
0.000020,6379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,normal
0.190533,19000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,normal
0.000000,19192,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,normal
0.000024,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,normal
0.000021,8080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,normal
0.312588,8088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,normal
0.177372,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,normal
0.000045,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,normal
0.000015,80,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26,3,normal
